VendorAddress,VendorID,VendorINN,VendorNm 
"360019, г.Нальчик, ул.Строителей, 2/3",4356,071400077854,ИП Вороков Анатолий Хазретович
,4364,,"МУП ""Аптека №263"""
"г.Реж, Свердловской области , ул. Ленина 76/1",4380,6628012930,"ООО ""Целитель"""
"443099, г.Самара, Песочный пер./ул.Молодогвардейкая, 5-7/д.14 (Аптека)",4396,6317029930,"ООО ""Веста-М"""
,4397,,"ФГУП ""Фармация"""
,4403,,"ООО ""Интермедицина"""
"392511, с.Тулиновка, ул.Советская, 56",4410,6832006358,"ООО ""Сказфорд"""
,4447,,"АК ГУП ""Троицкая фармация"""
"362019, г.Владикавказ, ул.Л.Шмулевича, 16/1",4449,150100333390,ИП Карсанова Людмила Батырбековна
"620130, г.Екатеринбург, ул.8 Марта, 179В, оф.30",4452,6674182407,"ООО ""Нивелир"""
"443068, г.Самара, ул.Ново-Садовая, 106, корп.81",4463,6316059876,"ООО ""Пранафарм"""
"г.С-Петербург, ул. Космонавтов, д.30, корп.3",4467,7810687137,"ООО ""Балтик Секьюрити Сервис"""
,4481,,"ООО ""Медицинский центр ""Здоровье"""
"г.Курган, ул.Рабоче-Крестьянская, 8/II",4485,4501127083,"ОАО ""Курганфармация"", Аптека №54"
,4503,,"Интерост, Россия"
,4508,,"ООО ""Логос"""
г.Саранск,4520,,"МУП ""Аптека №120"""
,4525,7414001749,"ОГУП ""Межрайонное аптечное объединение"", Аптека №60"
"140000, Московская область. Люберецкий район, г. Люберцы, Котельнический проезд, д.27 А, литера В, В3, офис 23",4538,5027080676,"ООО ""Эмвико"""
,4539,,"ООО ""Фарм"""
,4543,,"ООО ""Аптека ""Медея"""
г.Владивосток,4550,7726320638,"ЗАО ""Роста"""
"684200, пос.Соболево, ул.Комсомольская, 19",4562,4107001847,"МУЗ ""Аптека"""
"г. Саратов, ул. Одесская, 15",4588,6453105651,"ООО ""Пента"""
,4595,,"МП ""МТС ""Фармация"""
"426000, г.Ижевск, ул.К.Маркса, 395Б",4610,1831018697,"ООО ""Мегапресс"""
"г.Пермь, ул.Ленина, 15",4613,5944206138,"ООО ""Мир лекарств"""
"440054, г.Пенза, ул.Аустрина, 145",4617,5800000070,"ОАО ""Фармация"""
"129337, г.Москва, Ярославское ш., 19",4650,7716603852,"ООО ""Ассоль"""
"195027, г.Санкт-Петербург, Большеохтинский пр-т, 31, лит.А, пом.11Н",4669,2902103150,"ООО ""Северо-Западная фармацевтическая компания"""
"г. Кемерово, ул. Институтская, 28а",4681,4205097745,"ОАО ""Аптеки Кузбасса"", Аптека №125"
"г.Москва, ул.Большая Серпуховская, 6/5, каб.21",4698,7705499230,"ООО ""МФК ""Биоритм"""
"РСО-Алания г.Владикавказ ул. Ватутинна, 72",4708,1512012152,"ООО ""Симфония"""
,4712,,"МУП ""Аптека №279"""
"600014, Владимирская обл, Владимир г, Строителей пр-кт, 40",4732,3328418806,"ООО ""Компания ""Мед Асс"""
"683902, г. Петропавловск-Камчатский, ул.Арсеньева, 39, кв 36",4736,410100151554,ИП Ткаченко Игорь Васильевич
"142279, Московская обл.,Серпуховский р-он, пос.Оболенск, ГНЦ ПМ",4753,5077012784,"ЗАО ""Вифитех"""
,4757,,ГУП РДЦ
,4759,,"ФГУ ""Северо-Кавказское управление материально-технического и военного снабжения"" МВД России"
"г.Екатеринбург, ул.Коперника, 28",4762,6658111247,"ООО ""Бона-Фиде"""
,4773,,"МУП ""Аптека №201"""
,4774,,"ООО ""МТК ""Гелиос"""
"г.Красноярск, ул.Борисевича, 4Б",4779,7724053916,"ЗАО ""Фирма ""Центр внедрения ""Протек"", филиал №7, г.Красноярск"
"656038, Алтайский край, г. Барнаул, ул. Горького, 68-1",4780,222501414276,ИП Беляева Г.Ф.
,4781,6165016885,"ГУП РО ""Центральная районная аптека №316"", Аптека №117"
"г.Черкесск, ул.Пушкинская, 81/4",4793,0917005916,"ООО ""Медснаб"""
г.Владикавказ,4809,1501007802,"ООО ""Союз"""
"394042, г.Воронеж, ул.Минская, 1",4813,3661025585,"ООО ""Компания ""БиФарм"""
"420012, г.Казань, ул.Щапова, 26",4814,1655155543,"ООО ""Гинта Фарма"""
"620034, г.Екатеринбург, ул.Колмогорова, 3, оф.605",4819,6671131203,"ООО ""Олвекс"""
,4821,,"Интерост, Индия"
"г.Нижневартовск, ул.Ленина, 11, корп.1",4824,8603148964,"ОАО ""Аптека №220"""
,4829,,"МУП ""Аптека №489"""
"420012, г.Казань, ул.Щапова, 26",4852,1655052450,"ООО ""Арника-фарм"""
г.Краснодар,4861,2310091435,"ООО ""Южный регион"""
,4866,,"ЗАО ""Инфамед"""
"400039, г.Волгоград, ул.Героев Шипки, 8",4890,3446009214,"ЗАО ""СИА Интернейшнл Лтд"""
,4891,,"МУП ""Аптека №282"""
"111141, город Москва, Кусковская улица, 20а",4892,7706190839,"ООО ""Витис А"""
,4895,,"МУП ""Аптека №69"""
г.Сызрань,4905,7710106212,"ОАО ""Фармацевтический импорт, экспорт"" (ОАО ""Фармимэкс"")"
"166901, г.Воркута, ул.Пушкина 27, г.Воркута, ул.Лемонтова, 26 (аптечный склад)",4919,1103019213,"ООО ""Фатум"""
"693004, г.Южно-Сахалинск, ул.Мира, 430Б",4926,6501016605,"ОГУП ""Аптека ""Берегите здоровье №88"""
,4934,,"МУП ""Фармация №12"""
,4956,,"МУЗ ""Торбеевская центральная районная больница"""
"243140, г.Клинцы, ул.Октябрьская, 75",4964,3201000327,"ГУП ""Брянскфармация"", Аптека №134"
"196626, г.Санкт-Петербург, пос.Шушары, 2-й Бадаевский пр-д, 3, к.1",4984,7813040517,"ООО ""Медико фармацевтическая фирма ""Аконит"""
"г.Благовещенск, ул.50 лет Октября, 20",4999,2801020940,"ООО ""Амулет"""
"659363, Бийский р-н, с.Первомайское, ул.Октябрьская, 41",5000,2234001317,"МУП ""Фармация"""
,5004,,"МУП ""Центральная районная аптека"", Аптека №48"
,5011,,"ОАО ""Айлан"""
"662549, г.Лесосибирск, ул.Профсоюзов, 64",5012,245400206687,ИП Швецова Нина Александровна
,5013,,"Интерост, Словения"
,5021,,"МАП ""Аптека №16"""
"215710, Смоленская обл., г. Дорогобуж, ул. Карла Маркса, 20",5028,6730046383,"ООО ""Центрсервис"""
"121357, г.Москва, Аминьевское ш, 18, к.1, кв.8",5038,7731556195,"ЗАО ""НИПП ""Евромед"""
"394008, г.Воронеж, ул.Волго-Донская, 6",5044,3663043445,"ООО ""Аптека №219"""
"г. Волгоград, ул. им. генерала Штеменко, 33",5058,3442000154,"МУП ""Аптека №255"""
"658860,Алтайский кр.,Табунский р-н, с.Табуны,ул Целинная,2",5063,2221019606,"Табунский филиал АКГУП ""Аптеки Алтая"""
"353900, г.Новороссийск, ул.Революции 1905 г., 30",5076,2315004605,"МУП ""Аптека №487"""
"113184, г.Москва, ул.Большая Татарская, 35, стр.4",5085,7705244560,"ЗАО ""Медико-технологический холдинг “МТХ”"
,5087,,"МУП ""Аптека №124"""
"644112, г.Омск, ул.Степанца, 8",5088,5507042649,"ООО ""Асфарма"""
"119048, г.Москва, ул.Ефремова, 22",5111,7704674344,"ООО ""Лион"""
"г. Барнаул, ул. Селикатная, 16а",5120,2221042429,"ООО ""Прагма"""
"г.Ульяновск, ул.Пожарского, 25",5127,7325054820,"ООО ""Ульяновск-Фарм"""
,5163,4826022196,"ОГУП ""Липецкфармация"", Аптека №98"
"450043, г.Уфа, ул.Фронтовых бригад, 10",5176,5408130693,"АО ""Научно-производственная компания ""Катрен"""
"692525, г.Уссурийск, ул.Пионерская, 92",5194,2511012793,"ООО ""НИЛ"""
,5197,,"МУП ""Аптека №3"""
"330903, г.Нальчик, пос.Хасанья, ул.Белинского, 10",5200,071301762489,ИП Чеченов Шамиль Шамильевич
,5203,,"МУП ""Фармация"", Аптека №1"
,5209,,"ГУП ""Областная аптечная база"""""
"644105, г.Омск-105, ул.22 Партсьезда, 98, корп.3",5210,5503002490,"ОГУП ""Омская фармацевтическая фабрика"""
"119361, г.Москва, ул.Озерная, 46",5223,7713011865,"ООО ""Экотек"""
"г. Печора, Республика Коми, ул. Социалистическая, д. 18",5233,1105000666,"МП ""Аптека №19"""
"613200, г.Белая Холуница, ул.Чапаева, 1",5243,4303001360,"МУЗ ""Белохолуницкая центральная районная больница"""
ул. Ленина д.50,5254,6233002361,"ЗАО ""Центральная районная аптека №128"""
"629730, г.Надым, ул.Комсомольская, 4",5263,8903016077,"МУП ""Фармация"""
,5272,,"Кировское ОГУП ""Аптека №8"""
